actor_1_name,actor_2_name,actor_3_name,director_name,genres,plot_keywords,movie_title,comb
Jake Gyllenhaal,Holly Hunter,Bob Clendenin,Brad Silberling,Drama|Romance,1970s|death|district attorney|fiancee|watching television,moonlight mile,Jake Gyllenhaal Holly Hunter Bob Clendenin Brad Silberling Drama|Romance 1970s|death|district attorney|fiancee|watching television
Benedict Cumberbatch,Colin Firth,Gary Oldman,Tomas Alfredson,Drama|Mystery|Thriller,cold war|hungary|mole|spy|woman on top,tinker tailor soldier spy,Benedict Cumberbatch Colin Firth Gary Oldman Tomas Alfredson Drama|Mystery|Thriller cold war|hungary|mole|spy|woman on top
Elaine Hendrix,Jill Hennessy,Sarah Wynter,John Duigan,Comedy|Drama|Romance,autism|experimental surgery|female nudity|forename as title|regression,molly,Elaine Hendrix Jill Hennessy Sarah Wynter John Duigan Comedy|Drama|Romance autism|experimental surgery|female nudity|forename as title|regression
Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,Jodie Foster,Drama,beaver puppet|depression|dysfunctional family|puppet|speech,the beaver,Jennifer Lawrence Cherry Jones Riley Thomas Stewart Jodie Foster Drama beaver puppet|depression|dysfunctional family|puppet|speech
Dolly Parton,Barry Corbin,Dom DeLuise,Colin Higgins,Comedy|Musical,chicken|governor|locker room|sheriff|texas,the best little whorehouse in texas,Dolly Parton Barry Corbin Dom DeLuise Colin Higgins Comedy|Musical chicken|governor|locker room|sheriff|texas
Jennifer Jason Leigh,Sarah Polley,Callum Rennie,David Cronenberg,Horror|Sci-Fi|Thriller,assassin|game|game designer|pod|virtual reality,existenz,Jennifer Jason Leigh Sarah Polley Callum Rennie David Cronenberg Horror|Sci-Fi|Thriller assassin|game|game designer|pod|virtual reality
Harrison Ford,Karen Allen,William Hootkins,Steven Spielberg,Action|Adventure,archeological dig|archeologist|ark of the covenant|egypt|nazi,raiders of the lost ark,Harrison Ford Karen Allen William Hootkins Steven Spielberg Action|Adventure archeological dig|archeologist|ark of the covenant|egypt|nazi
Macaulay Culkin,Kieran Culkin,Devin Ratray,Chris Columbus,Adventure|Comedy|Family,airport|christmas|florida|new york city|toy store,home alone 2: lost in new york,Macaulay Culkin Kieran Culkin Devin Ratray Chris Columbus Adventure|Comedy|Family airport|christmas|florida|new york city|toy store
Bob Balaban,Teri Garr,Melinda Dillon,Steven Spielberg,Drama|Sci-Fi,alien|close encounter of the third kind|mothership|ufo|vision,close encounters of the third kind,Bob Balaban Teri Garr Melinda Dillon Steven Spielberg Drama|Sci-Fi alien|close encounter of the third kind|mothership|ufo|vision
Ian Somerhalder,Christina Milian,Rick Gonzalez,Jim Sonzero,Drama|Horror|Sci-Fi|Thriller,cell phone|computer|computer hacker|e mail|technology,pulse,Ian Somerhalder Christina Milian Rick Gonzalez Jim Sonzero Drama|Horror|Sci-Fi|Thriller cell phone|computer|computer hacker|e mail|technology
Dean Stockwell,Judge Reinhold,Ronny Cox,Tony Scott,Action|Comedy|Crime|Thriller,detective|police|police chief|robbery|tall woman,beverly hills cop ii,Dean Stockwell Judge Reinhold Ronny Cox Tony Scott Action|Comedy|Crime|Thriller detective|police|police chief|robbery|tall woman
Angus T. Jones,Kimberly J. Brown,Steve Harris,Adam Shankman,Comedy,divorce|lawyer|spanking|villain arrested|wrongful conviction,bringing down the house,Angus T. Jones Kimberly J. Brown Steve Harris Adam Shankman Comedy divorce|lawyer|spanking|villain arrested|wrongful conviction
Anthony Hopkins,Scott Glenn,Anthony Heald,Jonathan Demme,Crime|Drama|Horror|Thriller,case file|fbi agent|psycho thriller|psychopath|serial killer,the silence of the lambs,Anthony Hopkins Scott Glenn Anthony Heald Jonathan Demme Crime|Drama|Horror|Thriller case file|fbi agent|psycho thriller|psychopath|serial killer
Tia Carrere,Lara Flynn Boyle,Kurt Fuller,Penelope Spheeris,Comedy|Music,basement|lead actor's first film|long hair|public access|title directed by female,wayne's world,Tia Carrere Lara Flynn Boyle Kurt Fuller Penelope Spheeris Comedy|Music basement|lead actor's first film|long hair|public access|title directed by female
Bam Margera,Steve-O,Chris Pontius,Jeff Tremaine,Action|Comedy|Documentary,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,jackass 3d,Bam Margera Steve-O Chris Pontius Jeff Tremaine Action|Comedy|Documentary full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform
Roy Scheider,Murray Hamilton,Joseph Mascolo,Jeannot Szwarc,Adventure|Horror|Thriller,great white shark|island|mayor|police chief|shark,jaws 2,Roy Scheider Murray Hamilton Joseph Mascolo Jeannot Szwarc Adventure|Horror|Thriller great white shark|island|mayor|police chief|shark
Jamie Lee Curtis,Nick Zano,Ali Hillis,Raja Gosnell,Adventure|Comedy|Drama|Family|Romance,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,beverly hills chihuahua,Jamie Lee Curtis Nick Zano Ali Hillis Raja Gosnell Adventure|Comedy|Drama|Family|Romance chihuahua|german shepherd|mexico|potted plant|tijuana mexico
Mackenzie Foy,Lili Taylor,Hayley McFarland,James Wan,Horror|Mystery|Thriller,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,the conjuring,Mackenzie Foy Lili Taylor Hayley McFarland James Wan Horror|Mystery|Thriller based on true story|farmhouse|paranormal investigator|rhode island|supernatural power
Nia Long,Tracy Morgan,Jay Mohr,Brian Levant,Adventure|Comedy|Family|Romance,car fire|children|cockroach|independent film|new year,are we there yet?,Nia Long Tracy Morgan Jay Mohr Brian Levant Adventure|Comedy|Family|Romance car fire|children|cockroach|independent film|new year
Gary Cole,Mark Duplass,Ben Falcone,Ben Falcone,Comedy,alcoholic|grandmother|highway travel|niagara falls|on the road,tammy,Gary Cole Mark Duplass Ben Falcone Ben Falcone Comedy alcoholic|grandmother|highway travel|niagara falls|on the road
Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,D.J. Caruso,Drama|Mystery|Thriller,binoculars|electronic tag|house arrest|neighbor|watching someone,disturbia,Sarah Roemer Aaron Yoo Jose Pablo Cantillo D.J. Caruso Drama|Mystery|Thriller binoculars|electronic tag|house arrest|neighbor|watching someone
Miranda Cosgrove,Sarah Silverman,Mike White,Richard Linklater,Comedy|Music,battle of the bands|rock band|school teacher|substitute teacher|teacher,school of rock,Miranda Cosgrove Sarah Silverman Mike White Richard Linklater Comedy|Music battle of the bands|rock band|school teacher|substitute teacher|teacher
Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras,Paul W.S. Anderson,Action|Adventure|Fantasy|Sci-Fi|Thriller,based on video game|island|mortal kombat|tournament|warrior,mortal kombat,Christopher Lambert Cary-Hiroyuki Tagawa Bridgette Wilson-Sampras Paul W.S. Anderson Action|Adventure|Fantasy|Sci-Fi|Thriller based on video game|island|mortal kombat|tournament|warrior
Jessica Paré,Christopher Cousins,Mark Camacho,Paul McGuigan,Drama|Mystery|Romance|Thriller,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,wicker park,Jessica Paré Christopher Cousins Mark Camacho Paul McGuigan Drama|Mystery|Romance|Thriller flashback|flashback within a flashback|multiple perspectives|obsession|split screen
Busy Philipps,Jaime King,Brittany Daniel,Keenen Ivory Wayans,Comedy|Crime,african american|crossdresser|fbi|undercover|vomiting,white chicks,Busy Philipps Jaime King Brittany Daniel Keenen Ivory Wayans Comedy|Crime african american|crossdresser|fbi|undercover|vomiting
Shailene Woodley,Nick Krause,Beau Bridges,Alexander Payne,Comedy|Drama,boating accident|daughters|father daughter relationship|hospital|marriage,the descendants,Shailene Woodley Nick Krause Beau Bridges Alexander Payne Comedy|Drama boating accident|daughters|father daughter relationship|hospital|marriage
Tim Blake Nelson,Zane Holtz,Ski Carr,Andrew Davis,Adventure|Comedy|Drama|Family|Mystery,bad luck|camp|curse|digging|hole,holes,Tim Blake Nelson Zane Holtz Ski Carr Andrew Davis Adventure|Comedy|Drama|Family|Mystery bad luck|camp|curse|digging|hole
Kelly Preston,Bobby Coleman,Melissa Ordway,Julie Anne Robinson,Drama|Family|Music|Romance,beach|fire|love|pianist|summer,the last song,Kelly Preston Bobby Coleman Melissa Ordway Julie Anne Robinson Drama|Family|Music|Romance beach|fire|love|pianist|summer
Quvenzhané Wallis,Scoot McNairy,Taran Killam,Steve McQueen,Biography|Drama|History,racism|separation from family|social injustice|torture|whipping,12 years a slave,Quvenzhané Wallis Scoot McNairy Taran Killam Steve McQueen Biography|Drama|History racism|separation from family|social injustice|torture|whipping
Leonard Roberts,Nick Cannon,Jason Weaver,Charles Stone III,Comedy|Drama|Music|Romance,drumline|drummer|fish out of water|marching band|university,drumline,Leonard Roberts Nick Cannon Jason Weaver Charles Stone III Comedy|Drama|Music|Romance drumline|drummer|fish out of water|marching band|university
Michael Jai White,Cicely Tyson,Tasha Smith,Tyler Perry,Comedy|Drama|Romance,question mark in title|returning character killed off|sequel|six word title|writer director,why did i get married too?,Michael Jai White Cicely Tyson Tasha Smith Tyler Perry Comedy|Drama|Romance question mark in title|returning character killed off|sequel|six word title|writer director
Johnny Depp,Dianne Wiest,Conchata Ferrell,Tim Burton,Fantasy|Romance,creation|inventor|magical realism|scissors|suburb,edward scissorhands,Johnny Depp Dianne Wiest Conchata Ferrell Tim Burton Fantasy|Romance creation|inventor|magical realism|scissors|suburb
Sam Claflin,Emilia Clarke,Brendan Coyle,Thea Sharrock,Drama|Romance,accident|caretaker|economic hardship|quadriplegic|wheelchair,me before you,Sam Claflin Emilia Clarke Brendan Coyle Thea Sharrock Drama|Romance accident|caretaker|economic hardship|quadriplegic|wheelchair
John Amos,Tom Arnold,Romeo Miller,Tyler Perry,Comedy|Crime|Drama,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,madea's witness protection,John Amos Tom Arnold Romeo Miller Tyler Perry Comedy|Crime|Drama critically bashed|culture shock|interracial relationship|madea series|ponzi scheme
Roy Scheider,Fernando Rey,Tony Lo Bianco,William Friedkin,Action|Crime|Drama|Thriller,crime boss|drug smuggling|heroin|mafia boss|organized crime,the french connection,Roy Scheider Fernando Rey Tony Lo Bianco William Friedkin Action|Crime|Drama|Thriller crime boss|drug smuggling|heroin|mafia boss|organized crime
Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Jon Lucas,Comedy,lesbian kiss|mom|pta|reference to mad max|scene during end credits,bad moms,Mila Kunis Jay Hernandez Jada Pinkett Smith Jon Lucas Comedy lesbian kiss|mom|pta|reference to mad max|scene during end credits
Alyson Hannigan,Carmen Electra,Fred Willard,Aaron Seltzer,Comedy|Romance,female protagonist|greek|overweight|spoof|wedding planner,date movie,Alyson Hannigan Carmen Electra Fred Willard Aaron Seltzer Comedy|Romance female protagonist|greek|overweight|spoof|wedding planner
Roger Rees,Rob Paulsen,Spencer Breslin,Robin Budd,Adventure|Animation|Family|Fantasy,1940s|gang that lives together|outlaw gang|rescue|sequel,return to never land,Roger Rees Rob Paulsen Spencer Breslin Robin Budd Adventure|Animation|Family|Fantasy 1940s|gang that lives together|outlaw gang|rescue|sequel
David Oyelowo,Tom Wilkinson,Oprah Winfrey,Ava DuVernay,Biography|Drama|History,civil rights|courage|protest|selma alabama|u.s. politics,selma,David Oyelowo Tom Wilkinson Oprah Winfrey Ava DuVernay Biography|Drama|History civil rights|courage|protest|selma alabama|u.s. politics
Haley Joel Osment,Phil Collins,Tony Jay,Steve Trenbirth,Adventure|Animation|Family|Musical,dog|jungle|shot gun|tiger|village,the jungle book 2,Haley Joel Osment Phil Collins Tony Jay Steve Trenbirth Adventure|Animation|Family|Musical dog|jungle|shot gun|tiger|village
Barry Watson,Skye McCole Bartusiak,Charles Mesure,Stephen Kay,Drama|Horror|Mystery|Thriller,boogeyman|childhood|fear|hometown|uncle,boogeyman,Barry Watson Skye McCole Bartusiak Charles Mesure Stephen Kay Drama|Horror|Mystery|Thriller boogeyman|childhood|fear|hometown|uncle
Nia Long,Amber Valletta,Marc Macaulay,Mennan Yapo,Drama|Mystery|Thriller,car|car accident|housewife|sheriff|suburb,premonition,Nia Long Amber Valletta Marc Macaulay Mennan Yapo Drama|Mystery|Thriller car|car accident|housewife|sheriff|suburb
Kath Soucie,John Fiedler,Ken Sansom,Jun Falkenstein,Animation|Comedy|Drama|Family|Musical,cartoon tiger|coming of age|tiger|tigger|title directed by female,the tigger movie,Kath Soucie John Fiedler Ken Sansom Jun Falkenstein Animation|Comedy|Drama|Family|Musical cartoon tiger|coming of age|tiger|tigger|title directed by female
Jimmy Bennett,CCH Pounder,Aryana Engineer,Jaume Collet-Serra,Horror|Mystery|Thriller,alcoholism|girl|little girl|orphan|troubled marriage,orphan,Jimmy Bennett CCH Pounder Aryana Engineer Jaume Collet-Serra Horror|Mystery|Thriller alcoholism|girl|little girl|orphan|troubled marriage
Jay Hernandez,Joseph Julian Soria,Edgar Arreola,Boaz Yakin,Adventure|Family,afghanistan|death of marine|dog|dog adoption|man dog relationship,max,Jay Hernandez Joseph Julian Soria Edgar Arreola Boaz Yakin Adventure|Family afghanistan|death of marine|dog|dog adoption|man dog relationship
Lamman Rucker,David Mann,Denise Boutte,unknown,Comedy,african american|character name in title|family relationships|sitcom,meet the browns            ,Lamman Rucker David Mann Denise Boutte unknown Comedy african american|character name in title|family relationships|sitcom
David Carradine,Carmen Electra,Fred Willard,Jason Friedberg,Adventure|Comedy,chocolate|chocolate factory|factory|orphan|student,epic movie,David Carradine Carmen Electra Fred Willard Jason Friedberg Adventure|Comedy chocolate|chocolate factory|factory|orphan|student
William Smith,Mako,Sandahl Bergman,John Milius,Adventure|Fantasy,actual animal killed|cult|evil sorcerer|gladiator|warlord,conan the barbarian,William Smith Mako Sandahl Bergman John Milius Adventure|Fantasy actual animal killed|cult|evil sorcerer|gladiator|warlord
Billy Crudup,Jamey Sheridan,Brian d'Arcy James,Tom McCarthy,Biography|Crime|Drama|History,cover up|investigation|journalist|newspaper|sexual abuse,spotlight,Billy Crudup Jamey Sheridan Brian d'Arcy James Tom McCarthy Biography|Crime|Drama|History cover up|investigation|journalist|newspaper|sexual abuse
Jay Hernandez,Justin Chambers,Robert Pine,Neil LaBute,Crime|Drama|Thriller,interracial couple|lapd|male nudity|neighbor|nudity,lakeview terrace,Jay Hernandez Justin Chambers Robert Pine Neil LaBute Crime|Drama|Thriller interracial couple|lapd|male nudity|neighbor|nudity
Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,Takashi Shimizu,Horror|Thriller,curse|ghost|haunted house|high school|schoolgirl,the grudge 2,Sarah Michelle Gellar Sarah Roemer Matthew Knight Takashi Shimizu Horror|Thriller curse|ghost|haunted house|high school|schoolgirl
Richard Lawson,James Pickens Jr.,Barry Shabaka Henley,Kevin Rodney Sullivan,Comedy|Drama|Romance,female protagonist|jamaica|six word title|tragic event|vacation,how stella got her groove back,Richard Lawson James Pickens Jr. Barry Shabaka Henley Kevin Rodney Sullivan Comedy|Drama|Romance female protagonist|jamaica|six word title|tragic event|vacation
Keanu Reeves,George Carlin,Alex Winter,Peter Hewitt,Adventure|Comedy|Fantasy|Music|Sci-Fi,battle of the bands|bill and ted|heaven|hell|robot,bill & ted's bogus journey,Keanu Reeves George Carlin Alex Winter Peter Hewitt Adventure|Comedy|Fantasy|Music|Sci-Fi battle of the bands|bill and ted|heaven|hell|robot
Robin Williams,Tina Fey,Amy Poehler,Barry Levinson,Comedy|Drama|Romance|Thriller,campaign|election|president|presidential election|satire,man of the year,Robin Williams Tina Fey Amy Poehler Barry Levinson Comedy|Drama|Romance|Thriller campaign|election|president|presidential election|satire
Robert Forster,Maximilian Schell,Yvette Mimieux,Gary Nelson,Action|Sci-Fi,black hole|escape|palomino|robot|scientist,the black hole,Robert Forster Maximilian Schell Yvette Mimieux Gary Nelson Action|Sci-Fi black hole|escape|palomino|robot|scientist
Violante Placido,Thekla Reuten,Filippo Timi,Anton Corbijn,Crime|Drama|Thriller,ambush|assassin|priest|prostitute|sweden,the american,Violante Placido Thekla Reuten Filippo Timi Anton Corbijn Crime|Drama|Thriller ambush|assassin|priest|prostitute|sweden
Jon Seda,Constance Marie,Jacob Vargas,Gregory Nava,Biography|Drama|Music,latin music|marriage|on tour|singer|tejano,selena,Jon Seda Constance Marie Jacob Vargas Gregory Nava Biography|Drama|Music latin music|marriage|on tour|singer|tejano
Diedrich Bader,Dave Foley,Anneliese van der Pol,Jason Friedberg,Comedy,cat|friend|love|sheriff|teenager,vampires suck,Diedrich Bader Dave Foley Anneliese van der Pol Jason Friedberg Comedy cat|friend|love|sheriff|teenager
Brad Pitt,Harriet Walter,Dermot Crowley,Alejandro G. Iñárritu,Drama,american|destiny|mexican border|multiple perspectives|muslim,babel,Brad Pitt Harriet Walter Dermot Crowley Alejandro G. Iñárritu Drama american|destiny|mexican border|multiple perspectives|muslim
